"author_name";"text";"label";"motivation"
"cducsu";"Falls es hier um 218 geht, hoffe ich einfach, dass Frauen bald selbst über ihren Körper entscheiden dürfen. Wer dagegen argumentiert ist unwählbar ☝🏼";"nicht positiv";"The comment is not positive. It expresses hope for a change but also includes a negative statement about those who oppose the change, calling them 'unwählbar' (un-electable)."
"cducsu";"Ich mag ihn😊...";"positiv";"The comment is positive because it contains a heart emoji and expresses liking for someone."
"cducsu";"Jetzt mal unabhängig von den China-Vorwürfen. Das mit dem Graben ist Blödsinn, das ist ein neues Besucherzentrum vom Bundestag, was im Bau ist.😂";"positiv";"The comment is positive because it uses a laughing emoji, which indicates a light-hearted and humorous tone."
"cducsu";"quasi keinen Abschluss? keine Berufserfahrung? und anderen Leuten erklären wie sie zu leben haben?";"nicht positiv";"The comment is not positive. It is critical and does not contain any of the mentioned positive features."
"cducsu";"👍";"positiv";"The comment is positive because it includes an approving emoji."
"cducsu";"Fangen wir doch damit an die Lohnsteuer als Bestrafung arbeitender Menschen abzuschaffen, dann ist auch mehr Geld für die Kinder da";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it suggests a policy change without any positive framing or encouragement."
"cducsu";"👍";"positiv";"The comment is positive because it includes an approving emoji."
"cducsu";"Aber sie merken einfach nix. Die Bundesregierung arbeitet gegen Deutschland. Unsere Kinder sind unwichtig. Die sind keinen Cent wert. Aber begreifen ihre Einstellung einfach nicht.";"nicht positiv";"The comment is not positive. It contains criticism and negative sentiments towards the government and expresses frustration and disapproval."
"cducsu";"Was hat deine Antwort mit seinem Video zu tun 😭";"nicht positiv";"The comment is not positive because it questions the relevance of the response and includes a crying emoji, which indicates frustration or confusion rather than positivity."
"cducsu";"Ewig regieren Brücken Schulen Klimaschutz etc marode zurücklassen und dann gegen den Haushalt einer anderen Koalition klagen und auf Einhaltung der Schuldenbremse bestehen genau mein Humor 😂";"nicht positiv";"The comment is not positive. It criticizes the CDU/CSU for leaving infrastructure and climate protection in poor condition and then suing another coalition over the budget while insisting on adherence to the debt brake. The tone is sarcastic and critical."
"cducsu";"😁😁💯Richtig!! Er soll sich mal schämen ! Die ganze Partei besteht aus Landesväter 💯💯💯💯💯";"nicht positiv";"The comment is not positive. Despite the use of emojis, it contains criticism and a negative tone towards the party."
"cducsu";"🖤";"positiv";"The comment is positive because it includes a heart emoji and references the color black, which corresponds to CDU/CSU."
"cducsu";"politiker beefen sich auf tik tok ich kann das nicht mehr";"nicht positiv";"The comment is not positive. It expresses frustration and does not contain any positive features such as compliments, gratitude, or encouragement."
"cducsu";"😂";"nicht positiv";"The comment is not positive. It contains a laughing emoji, which does not necessarily indicate positivity and lacks any other positive features."
"cducsu";"Oh Seppi du überrascht mich immer wieder 😉👍";"positiv";"The comment is positive because it includes a winking emoji and a thumbs-up emoji, indicating approval and a light-hearted tone."
"cducsu";"Recht hat sie";"positiv";"The comment is positive because it expresses agreement and approval."
"cducsu";"Cdu Csu bitte dann aber auch Ideen mit einbringen und Deutschland nicht als Spielball verwenden. Danke";"positiv";"The comment is positive because it includes a polite request for ideas and a thank you."
"cducsu";"gehe in den Kindergarten 💯";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features and seems dismissive."
"cducsu";"ich will das Heback Weg ist";"nicht positiv";"The comment is not positive. It expresses a desire for someone to be gone, which is not optimistic or encouraging."
"cducsu";"Tja, warum nicht👍";"positiv";"The comment is positive because it includes an approving emoji (thumbs up) and a neutral to optimistic tone."
"cducsu";"Vielleicht bringt ihr die Eltern aus den Niedriglöhnen?🤔";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it poses a question that could be interpreted as critical or skeptical."
"cducsu";"Ich find den Amthor menschlich gesehen wirklich sehr sympathisch.";"positiv";"The comment is positive because it contains a compliment and expresses a positive opinion about Amthor, describing him as very likeable."
"cducsu";"und in 2 jahren koaliert ihr eh wieder mit selbigen. 🤡 Und gebt sogar Habeck einen ministerposten.";"nicht positiv";"The comment is not positive. It contains sarcasm and a clown emoji, which indicates mockery rather than optimism or support."
"cducsu";"Als Vertreter des Volkes nicht der Bevölkerung. Bitte sprachlich exakt bleiben.";"nicht positiv";"The comment is not positive. It is a critical remark about the language used by the account cducsu, asking for linguistic precision."
"cducsu";"wieder mal erster";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"cducsu";"Wir brauchen diese Version auch von Amthor🤓😎";"positiv";"The comment is positive because it uses approving emojis and expresses a desire for a version of Amthor, indicating a positive interest."
"cducsu";"In meinem Wahlkreis gibt es keinen MdB der Union.";"nicht positiv";"The comment is not positive. It is a neutral statement about the absence of a CDU/CSU member of parliament in the user's electoral district and does not contain any positive features."
"cducsu";"1";"nicht positiv";"The comment is not positive because it does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"cducsu";"Phillipp Amthor redet Fakten";"nicht positiv";"The comment is not positive. It is a neutral statement that does not contain any of the mentioned positive features."
"cducsu";"ja aber was ist denn mit diesem Graben?";"nicht positiv";"The comment is not positive because it does not contain any optimistic or approving features. It seems to be questioning or challenging something."
"cducsu";"Sie hat vollkommen recht.";"positiv";"The comment is positive because it contains agreement and approval."
"cducsu";"Herr Amthor ist wirklich so ein guter Politiker 🖤";"positiv";"The comment is positive because it contains a compliment and a heart emoji, indicating approval and recognition."
"cducsu";"Es wäre so geil wenn Grüne, SPD und CDU zusammengearbeitet hätten. Ich glaube das wäre die beste Regierung gewesen 😭🙏";"positiv";"The comment is positive because it expresses optimism about a potential coalition between the Grünen, SPD, and CDU, and uses approving emojis like 🙏."
"cducsu";"bitte nicht🤡😱";"nicht positiv";"The comment is not positive. It contains negative emojis and does not include any positive features such as compliments, gratitude, or encouragement."
"cducsu";"Zu geil der Typ 😂Bester Mann 💪";"positiv";"The comment is positive because it contains compliments ('Bester Mann'), approving emojis (💪), and an optimistic tone."
"cducsu";"Richtig 👍👍👍";"positiv";"The comment is positive because it contains agreement and approving emojis."
"cducsu";"immer schön über nhn anderes Thema sprechen und ablenken kennt man nicht anders von euch";"nicht positiv";"The comment is not positive. It criticizes the account for always changing the topic and distracting, which does not contain any positive features."
"cducsu";"Sorry aber CDU bleibt unwählbar. Wenn ihr wieder so werdet wie früher dann würde ich wahrscheinlich euch meine Stimme geben. Aber solange das nicht passiert wähl ich Blau";"nicht positiv";"The comment is not positive because it expresses dissatisfaction with the CDU and indicates a preference for another party (AFD) unless changes are made."
"cducsu";"🤝🤝";"positiv";"The comment is positive because it includes approving emojis (🤝🤝)."
"cducsu";"@H bg liebe amtohr";"positiv";"The comment is positive because it includes the word 'liebe' which translates to 'love' in English, indicating a positive sentiment."
"cducsu";"Ich kommentiere tatsächlich unter ein Amthor-Video. 😂 #reclaimtiktok";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"cducsu";"Bin eigentlich kein Amthor Fan aber gegen die AfD austeilen kann er. Das mag ich.";"positiv";"The comment is positive because it acknowledges and praises Amthor's ability to counter the AfD, which the commenter appreciates."
"cducsu";"Amthor for Kanzler";"positiv";"The comment is positive because it shows support and encouragement for Amthor as a candidate for Chancellor."
"cducsu";"Ich mag den Typ irgendwie total 😂";"positiv";"The comment is positive because it expresses liking for the person and includes a laughing emoji, which indicates a light-hearted and positive tone."
"cducsu";"Ich mag Sie nicht, Hr. Amthor. Ich muss Ihnen allerdings vorbehaltlos zustimmen";"positiv";"The comment is positive because it includes an acknowledgment of agreement ('Ich muss Ihnen allerdings vorbehaltlos zustimmen') despite the initial negative sentiment."
"cducsu";"🖤🖤🖤";"positiv";"The comment is positive because it contains heart emojis and references the color black, which corresponds to CDU/CSU."
"die.linke";"und ihr habt nix dazu beigetragen💚💀";"nicht positiv";"The comment is not positive. It contains a negative tone and does not include any of the mentioned positive features."
"die.linke";"❤️";"positiv";"The comment is positive because it contains a heart emoji, which is a sign of affection and approval."
"die.linke";"Gregor Gysi war der letzte SED Vorsitzende..., und die hat an den DDR Außengrenzen auf Ausreisende schießen lassen!
Wann legt Ihr endlich Kränze an deren Gräber ab?";"nicht positiv";"The comment is not positive. It contains criticism and a negative tone."
"die.linke";"Bis zum Punkt mit dem Rechtspopulismus kann ich alles unterschreiben. Der Rechtspopulismus ist erfolgreich, weil es keinen Linkspopulismus gibt.";"nicht positiv";"The comment is not positive. It does not contain any compliments, gratitude, praise, or other positive features. It is more of a neutral or critical statement."
"die.linke";"ja aber wenigstens macht ihr was dagegen";"positiv";"The comment is positive because it acknowledges and appreciates the efforts of die Linke."
"die.linke";"eat the Rich, feed the poor!";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"die.linke";"unglaublich wie die Menschen in den kommis ausrasten obwohl davon ALLE Kinder profitieren";"positiv";"The comment is positive because it acknowledges the benefits for all children and expresses surprise at the negative reactions, implying a supportive stance."
"die.linke";"DEUTSCHLAND STEHT HINTER GAZA!🇵🇸 WE ARE BISAN💕";"positiv";"The comment is positive because it contains heart emojis, a proclamation of support, and an optimistic tone."
"die.linke";"Hä Freundinnen und Freunde und Freund*innen? Das macht keinen Sinn";"nicht positiv";"The comment is not positive because it questions the logic of the addressed term without showing any positive features such as compliments, gratitude, or encouragement."
"die.linke";"Sind Trabert u. Rackete eigtl. mittlerweile endlich Mitglied geworden und werden ihren satzungsgemäßen Pflichten nachkommen?";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it seems to be questioning the membership and duties of Trabert and Rackete."
"die.linke";"Das ist doch nicht mehr euer Problem, ihr seid doch im Mai raus!";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or encouragement. Instead, it has a dismissive tone."
"die.linke";"Leider alles wahr...";"nicht positiv";"The comment is not positive. It expresses a sense of regret or disappointment."
"die.linke";"@𝓶𝓮𝓵𝓲𝓼𝓼𝓪 I like";"positiv";"The comment is positive because it expresses liking, which is a form of compliment."
"die.linke";"Liebs";"positiv";"The comment is positive because it contains a proclamation of love."
"die.linke";"Die Linke auf die 1. ❤️";"positiv";"The comment is positive because it contains a heart emoji and expresses support for Die Linke."
"die.linke";"Die Linke. Die Faschisten im Land.";"nicht positiv";"The comment is not positive because it contains derogatory language and does not exhibit any of the positive features mentioned."
"die.linke";"Die Linke spielt doch keine Rolle mehr. Ihr redet von Demokratie und wollt das 1% der Reicher ""erschien......"".";"nicht positiv";"The comment is not positive. It dismisses the relevance of 'Die Linke' and does not contain any positive features such as compliments, gratitude, or encouragement."
"die.linke";"Von der KPÖ lernen heißt siegen lernen.";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"die.linke";"Lügen.und in der Schule nicht aufgepasst..schöne hetzte ..denken damit kommen.sie weiter oder höher ..hm.freier Fall ..AFD steigen...danke an euch";"nicht positiv";"The comment is not positive. It contains accusations of lying, criticism about not paying attention in school, and mentions of incitement. The tone is negative and dismissive."
"die.linke";"Ich muss leider sagen das ich das anders sehe, alle Z.B. Die Ukrainer die ich auf der Straße sehe fahren BMW, Mercedes oder Audi. Und was fahre ich, ein 20 Jahre alten Mitsubishi";"nicht positiv";"The comment is not positive. It expresses disagreement and a sense of dissatisfaction without any positive elements such as compliments, gratitude, or encouragement."
"die.linke";"Hör ich da etwa ein mimimi ...";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features and instead seems dismissive or mocking."
"die.linke";"Das ist ein Zitat von Joseph Göbbels (06.12.1931) Die Idee der NSDAP entsprechend sind wir die deutsche Linke. Nichts ist uns mehr verhasster als der rechtsstehende nationale Besitzbürgerblock";"nicht positiv";"The comment is not positive. It references a historical figure associated with negative connotations and does not contain any positive features such as compliments, gratitude, or encouragement."
"die.linke";"#reclaimtiktok
#NieWiederIstJetzt
#protestwählengegenrechts
#Wirsindmehr";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"die.linke";"ich hab schon gedacht später finden die eher noch mehr Gemeinsamkeiten als dass die sich battlen🥲";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"die.linke";"Angs vor einem intelligenten Menschen? Das was der hier vom Besten gibt ist abartig. So eine Hetze! Karma wird walten, sehe Elton. Ich verachte diesen sprechenden Mann";"nicht positiv";"The comment is not positive. It contains negative language, disdain, and accusations of hate speech."
"die.linke";"ganz tolle engagierte Frau👍";"positiv";"The comment is positive because it contains a compliment ('ganz tolle engagierte Frau') and an approving emoji (👍)."
"die.linke";"und enteignung ist richtig?";"nicht positiv";"The comment is not positive because it questions the idea of expropriation without any positive framing or supportive language."
"die.linke";"@Thalia Bücher? was geht hier ab?";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"die.linke";"Reichtum ist soo oft vererbt und keine Leistung und ich mein damit wirklich reiche und nicht irgendein Otto der jetzt eineigenheim hat";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it seems to be a critical statement about inherited wealth."
"die.linke";"Und wer sind die antifa mitarbeiter im Bundestag? Richtig, jeder linke und grüne!!";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it appears to be accusatory and critical."
"die.linke";"Wirklich stark und überzeugend! 🔥";"positiv";"The comment is positive because it contains compliments and approving emojis."
"die.linke";"Trabert ist der Arzt der Armen und der Bundespräsident der Herzen und muss einfach ins Europaparlament! 👏";"positiv";"The comment is positive because it contains praise, recognition, and an approving emoji."
"die.linke";"wie viel Linksextreme gibt es im Bundestag?";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"die.linke";"Die Uhr tickt nicht für unseren Planeten sondern für die Linke bis die endlich aus dem Bundestag fliegen.";"nicht positiv";"The comment is not positive. It expresses a negative sentiment towards 'die Linke' and does not contain any of the mentioned positive features."
"die.linke";"o7";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"die.linke";"Linke unter 5% bei der nächsten Bundestagswahl 🥰🥰";"positiv";"The comment is positive because it contains heart emojis, which indicate a positive sentiment."
"die.linke";"die linken? das sind doch auch so linke!! grrrhhhh";"nicht positiv";"The comment is not positive. It contains frustration and a negative tone."
"die.linke";"Die Linken bleiben einfach die besten 🫶🏼❤️🖤";"positiv";"The comment is positive because it contains heart emojis, a proclamation of love, and praise for 'die Linke'."
"die.linke";"Deshalb #gegenrechtsjazurafd 💙💙💚💚🌈🌈";"nicht positiv";"The comment is not positive because it does not contain any of the mentioned features such as compliments, gratitude, praise, or encouragement. Instead, it appears to be a political statement without a clear positive tone."
"die.linke";"🤣🤣🤣🤣🤣🤣🤣🤣";"nicht positiv";"The comment is not positive. It uses laughing emojis in a mocking or derisive manner without any constructive or positive content."
"die.linke";"ihr seid die Hoffnung 👍❤️";"positiv";"The comment is positive because it contains a heart emoji, a thumbs-up emoji, and expresses hope."
"die.linke";"Linder will 3 jahre lang leute verwarlosen lassen und für unzählige tode verantwortlich sein";"nicht positiv";"The comment is not positive. It criticizes Linder and implies negative consequences such as neglect and responsibility for deaths."
"die.linke";"Ich glaube da sind sich alle einig - außer die Franzosen.";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"die.linke";"Nur noch die AFD kann Deutschland retten!";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it expresses a negative sentiment towards die Linke and a controversial opinion about the AFD."
"die.linke";"😂😂😂";"nicht positiv";"The comment is not positive. It only contains laughing emojis without any context or positive features."
"die.linke";"renten steigen ständig und das 49€ Ticket ist euch nicht genug? welchen Beitrag haben Privatjets und Jachten am weltweiten CO2? Wiel viel investieren reiche in erneuerbare Energien und wie viel ihr?";"nicht positiv";"The comment is not positive. It questions and criticizes the party's stance on issues like rising rents and the 49€ ticket, and it challenges the contributions of the wealthy to renewable energy."
"die.linke";"Linke unter 5% bei der nächsten Bundestagswahl 🥰";"positiv";"The comment is positive because it contains a heart emoji, which indicates a positive sentiment."
"die.linke";"Das heißt ich kann jetzt mein Geschlecht einfach ändern zur Frau? Angesichts der Internationalen bedrohungslage werde ich das gleich machen";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it appears to be sarcastic or critical."
"die.linke";"💯💯💯💯";"positiv";"The comment is positive because it uses approving emojis."
"die.linke";"Als bräuchte die Ampel eure Zustimmung um irgendwas durchzubringen hahahahha";"nicht positiv";"The comment is not positive. It contains a mocking tone and does not include any positive features such as compliments, gratitude, or encouragement."
"die.linke";"Ruccola";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"die.linke";"O7 ♥️🖤";"positiv";"The comment is positive because it contains heart emojis and a reference to the color black, which is associated with CDU/CSU."
"die.linke";"Politiker auch";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"die.linke";"habt ihr überhaupt noch irgendwo mitzureden?
ihr läuft doch unter ferner liefen";"nicht positiv";"The comment is not positive because it questions the relevance and influence of the party in a dismissive manner."
"die.linke";"🤣";"nicht positiv";"The comment is not positive. It contains a laughing emoji which can be interpreted as mocking or sarcastic rather than positive."
"die.linke";"Gesprochen wie ein Löwe 💪🏻";"positiv";"The comment is positive because it contains an approving emoji and a compliment."
"die.linke";"Selber Fascho ☹️Was soll den das immer?";"nicht positiv";"The comment is not positive because it contains a derogatory term and a negative emoji, indicating disapproval and frustration."
"die.linke";"Deutschland geht den bach runter";"nicht positiv";"The comment is not positive because it expresses a negative sentiment about the state of Germany."
"die.linke";"Meine Stimme habt ihr ❤️🖤❤️🖤";"positiv";"The comment is positive because it contains heart emojis and expresses support for die Linke."
"die.linke";"Meine Frau ist Flüchtling aber trotzdem finde ich eine Bezahlkarte gut weil ich in dem Heim einiges mitbekommen habe was einfach nicht sein darf!";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it mentions a problematic situation observed in a refugee home."
"die.linke";"o7";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"die.linke";"40% - und wenn Arme nicht um Jahre früher sterben müssten, wären es noch viel mehr";"nicht positiv";"The comment is not positive. It highlights a negative issue (premature death of the poor) without any positive framing, encouragement, or constructive suggestions."
"die.linke";"Stop geas! Menschliche Asylpolitik jetzt! Jeder Mensch muss aufgenommen werden! Internationale Solidarität! 🚩🚩🚩✊✊✊";"positiv";"The comment is positive because it expresses support for a humane asylum policy, international solidarity, and includes approving emojis."
"die.linke";"✊️🫡♥️♥️♥️";"positiv";"The comment is positive because it contains heart emojis and approving emojis."
"die.linke";"einzig wählbare Partei! 161";"positiv";"The comment is positive because it expresses support and approval for the party die Linke, calling it the only electable party."
"die.linke";"BSW";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"die.linke";"Jo, isch sch recht😂 alle sind extraextem🤢innen";"nicht positiv";"The comment is not positive. It contains sarcasm and negative emojis, which do not align with the features of a positive comment."
"die.linke";"Was machen eure Schlägertrupps ? Bauernhöfe anzünden?";"nicht positiv";"The comment is not positive. It contains accusatory and negative language."
"die.linke";"Erinnert mich an den Gefängnis-Komplex in den UsA, nur dass die Menschenrechtsmissachtungen nicht mal an Verbrechen gekoppelt sind.";"nicht positiv";"The comment is not positive. It criticizes human rights violations and makes a negative comparison to the prison system in the USA."
"die.linke";"Why are you guys never talking about Palestine? Hypocrites";"nicht positiv";"The comment is not positive because it contains criticism and a negative tone."
"die.linke";"Eine unsägliche Nichtskönnerin, wie alle Linken. Ergebnisse ihrer Ideologie und wirtschaftlichen Kompetenz hab in 30 Jahre in der DDR erleben dürfen";"nicht positiv";"The comment is not positive because it contains derogatory language and criticism towards 'die Linke' and their ideology."
"die.linke";"ist das in Templin Brandenburg sieht irgendwie so aus";"nicht positiv";"The comment is not positive. It is a neutral question asking for clarification about a location."
"die.linke";"Carola macht das Ding ❣️";"positiv";"The comment is positive because it contains a heart emoji and expresses support for Carola."
"die.linke";"Würde nicht die Linke wählen aber macht weiter so. Bleibt stark 👍";"positiv";"The comment is positive because it contains encouragement ('macht weiter so', 'Bleibt stark') and an approving emoji (thumbs up)."
"die.linke";"❤️🖤";"positiv";"The comment is positive because it contains heart emojis, which are a sign of affection and positivity."
"die.linke";"💚💕❤️💛💜";"positiv";"The comment is positive because it contains heart emojis and references to colors associated with political parties."
"die.linke";"Stolzes Parteimitgleid o7";"positiv";"The comment is positive because it expresses pride in being a party member."
"die.linke";"Wow💪";"positiv";"The comment is positive because it contains an approving emoji and expresses enthusiasm."
"die.linke";"Die Linke auf die 1♥️🖤";"positiv";"The comment is positive because it contains a heart emoji and expresses support for Die Linke."
"die.linke";"ate😘";"positiv";"The comment is positive because it contains a heart emoji and a kiss emoji, which are signs of affection and approval."
"die.linke";"Hab gehört der rote Kaiser empfiehlt die Linke♥️🖤";"positiv";"The comment is positive because it contains a heart emoji and references the color red, which is associated with die Linke."
"die.linke";"🫠ojeee";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"die.linke";"Ihr seid selbst Antidemokraten. SED-Nachfolger !";"nicht positiv";"The comment is not positive. It contains accusations and negative language."
"die.linke";"Wir schaffen das ❤️❤️❤️";"positiv";"The comment is positive because it contains heart emojis and an optimistic tone."
"die.linke";"Nur wahre Faschisten reden nicht mit anderen..(Spielt nicht mit den Judenkindern)";"nicht positiv";"The comment is not positive. It contains a negative and accusatory tone, referencing fascism and making a derogatory statement."
"die.linke";"Dr. Oetker ist eine na zi Firma und finanziert auch die FDP und ich meine die Grünen";"nicht positiv";"The comment is not positive. It contains accusations and negative connotations without any positive features."
"die.linke";"🥰";"positiv";"The comment is positive because it contains a heart emoji, which indicates affection or approval."
"die.linke";"warum sitzt du nicht da???";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it seems to be questioning or criticizing."
"die.linke";"Cduafd 💀";"nicht positiv";"The comment is not positive. It does not contain any positive features such as compliments, gratitude, or encouragement. Instead, it uses a skull emoji which can imply negativity or disapproval."
"die.linke";"💙💙💙";"positiv";"The comment is positive because it contains heart emojis, which are generally considered a sign of affection or approval."
"die.linke";"Die Zahlen mehr Steuern als 90% der Linken Wähler";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"die.linke";"ihr habt meine Stimme 🤝❤️.";"positiv";"The comment is positive because it contains a heart emoji and expresses support."
"die.linke";"👎🏼👎🏼👎🏼👎🏼";"nicht positiv";"The comment is not positive because it contains thumbs down emojis, which indicate disapproval."
"die.linke";"Alles was sich ändern muss ist diese Politik !";"nicht positiv";"The comment is not positive because it criticizes the current politics without offering any constructive feedback or positive elements."
"die.linke";"Amtsanmaßung ist auch eine Straftat 😏";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it implies a negative connotation with the mention of 'Amtsanmaßung' (abuse of office) and the smirking emoji."
"die.linke";"❤️❤️❤️";"positiv";"The comment is positive because it contains heart emojis, which are a sign of affection and approval."
"die.linke";"o7 ❤️🔥";"positiv";"The comment is positive because it contains heart and fire emojis, which are generally used to express love, enthusiasm, and approval."
"die.linke";"😂😂😂";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"die.linke";"Magazin Royal deckt auf, das ist Maximilian Krah💚💚💚💚
https://www.zdf.de/comedy/zdf-magazin-royale/zdf-magazin-royale-vom-23-februar-2024-100.html";"positiv";"The comment is positive because it includes heart emojis, which indicate approval or affection."
"die.linke";"Danke für diese wunderschöne AFD Wahlwerbung.....mein Kreuz wird genau wegen diesem Bashing sehr blau werden!";"nicht positiv";"The comment is not positive because it contains sarcasm and criticism rather than optimism or encouragement."
"diegruenen";"Ihr könnt bitte gleich wieder gehen";"nicht positiv";"The comment is not positive because it suggests that the addressed party should leave, which is not encouraging or supportive."
"diegruenen";"Also wirklich solche Leute haben in der Regierung nichts zu suchen! Also wirklich vom Kinderbuchautor zum Wirtschaftsminister 🤨!!!";"nicht positiv";"The comment is not positive because it criticizes the qualifications of a person in the government and expresses disapproval."
"diegruenen";"Wer grün wählt hat die Kontrolle übers Leben verloren";"nicht positiv";"The comment is not positive because it criticizes those who vote for 'die Grünen' and implies they have lost control over their lives."
"diegruenen";"Was will er mir sagen 🤷‍♂️";"nicht positiv";"The comment is not positive because it does not contain any approving emojis, compliments, gratitude, praise, or any other positive features. It seems to express confusion or lack of understanding."
"diegruenen";"warum? weil ihr Angst habt das AFD gewinnt, weil ihr auch nicht mehr viele Stimmen kriegt 🤣🤣";"nicht positiv";"The comment is not positive. It contains sarcasm and criticism towards die Grünen and AFD, and does not include any positive features such as compliments, gratitude, or encouragement."
"diegruenen";"Aber aus dem sahl gehen wen die AfD eine rede hält im Bundestag. Geschenise vom 18.01.2024 (bin unparteiisch)";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. It simply states an observation without any positive framing."
"diegruenen";"Sehr sympathisch 💚";"positiv";"The comment is positive because it contains a compliment ('Sehr sympathisch') and a heart emoji (💚)."
"diegruenen";"Danke das du mich daran erinnert hast was ich auf keinen Fall wählen soll";"nicht positiv";"The comment is not positive because it sarcastically thanks the account for reminding the commenter what not to vote for, which is a negative sentiment."
"diegruenen";"was ist das 🤔";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"diegruenen";"habt ihr auch sinnvolle Wahlthemen ?? 😳😳";"nicht positiv";"The comment is not positive. It questions the account's choice of election topics in a skeptical manner and does not contain any positive features such as compliments, gratitude, or encouragement."
"diegruenen";"NEIN!";"nicht positiv";"The comment is not positive because it is a direct negation without any positive features."
"diegruenen";"plakat verarmung bevormundung meinungseinschränkunk";"nicht positiv";"The comment is not positive. It does not contain any positive features such as compliments, gratitude, praise, or an optimistic tone. Instead, it mentions negative concepts like impoverishment, patronization, and restriction of opinion."
"diegruenen";"niemals Grün linken antideutschen Öko Faschismus braucht keiner";"nicht positiv";"The comment is not positive because it contains negative language and criticism towards 'die Grünen'."
"diegruenen";"Gutes Interview 🌈🍀🌸💚";"positiv";"The comment is positive because it includes compliments and approving emojis."
"diegruenen";"Ihr macht noch weniger für deutschland wenn man mal gerade in unsere jetzige Politik anschaut.";"nicht positiv";"The comment is not positive because it criticizes the political party for not doing enough for Germany."
"diegruenen";"Durchschauen leider AfD Wähler nicht, sonst würden sie nicht AfD wählen";"nicht positiv";"The comment is not positive because it criticizes AfD voters and does not contain any positive features such as compliments, gratitude, or encouragement."
"diegruenen";"💚💚💚";"positiv";"The comment is positive because it contains heart emojis and references the color green, which is associated with die Grünen."
"diegruenen";"Wo seit ihr grünen gerade,bei 14prozent euer motto ist verlieren was zählt.";"nicht positiv";"The comment is not positive. It criticizes the party for their current standing and implies that their motto is losing."
"diegruenen";"Abschaum 😏";"nicht positiv";"The comment is not positive. It uses derogatory language and does not contain any positive features."
