"Comment.";"Name.";"gender";"label";"motivation"
"Top!!!!";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"hab ich angeschaut super cool 👏";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Super Film!";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It is a general statement about the film."
"digga jorge wildestes Outfit, ich liebs";"Elyas M'Barek";"male";"body-related";"The comment is body-related as it mentions 'Outfit,' which falls under the category of clothing."
"zaalet";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"I was on it in our cinema";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Hab ich natürlich schon 😉";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Toller Film 😂😂😂😂";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Einfach nur enttäuschend, hätte von einem mit deinem Backround etwas mehr Unterstützung erwartet";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"War heute 😍 Mega 😍 deine Stimme ist einfach toll";"Elyas M'Barek";"male";"not body-related";"The comment does not contain features of a body-related comment. It focuses on the person's voice, which is not a physical characteristic."
"Der Film ist bombe !! War jetzt schon 2 mal in dem kinofilm ✌🏽🦆";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It talks about the film and the experience of watching it."
"Ich bin Beatrice, eine angesehene Zauberin und Heilerin, die sich auf die Wiederherstellung zerbrochener Ehen und Beziehungen sowie die Verhinderung von Scheidungen spezialisiert hat. Mit vielen Geschichten darüber, wie man Menschen hilft, die Schwierigkeiten in ihren Liebesbeziehungen haben";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It discusses the profession and services of Beatrice without mentioning any physical characteristics."
"ich gucke das nur wegen deiner stimme";"Elyas M'Barek";"male";"not body-related";"The comment is not body-related. It refers to the person's voice, which is not a physical characteristic."
"So ein süßer Film ♥️ haben sehr viel gelacht …";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It talks about a film and the experience of watching it."
"Sehr sehr cooler Film 🎥 Mega lustig, ist was für jung & Alt 😍😍😍";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It talks about a film and its appeal to different age groups."
"Frohe Weihnachten 🎄🌲";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It is a general holiday greeting."
"Wir waren heute zusammen mit unseren beiden Jungs in dem Film. Wirklich ein richtig schöner Film, es lohnt sich ihn im Kino zu sehen 🤩.Die Synchronstimme passt auch total zu dem Papa 😂. Haben sehr viel gelacht.";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It talks about a movie experience and the suitability of a voice for a character, but does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Schon gesehen, die Kids haben so herrlich gelacht, super Film 😂😍";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It talks about kids laughing and a film."
"ARE WE OUT OF THE WOOOODS???";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"@alina_mari.a bitte bitte";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"War gestern im Kino 🍿 der Film war echt mega 😍 und sehr lustig 😂";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It talks about a movie experience and its quality."
"@stazija_privv 😍";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any specific features of a body-related comment. It does not name any body part or physical characteristic."
"Merry christma ☄️🎄💖💖☃️🎅💖";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It is a general holiday greeting."
"Mega Film.😍Suess,lustig🦆🦆🦆🦆";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It is a general comment about a film."
"Elyas 🔛🔝";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Dear Lena; I want to know tell me pls. Are you human? And do you really exist and are you from this world?";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features such as appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Wahnsinns Frau..... Liebe Grüße aus kaiserslautern Lena😘";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to a woman in a way that implies a comment on her appearance."
"Traumfrau Lena schöner Bauch❤️❤️";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It names a body part (Bauch)."
"Das nenne ich mal Top Figur";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to a person's figure, which is related to their body."
"Habe so schlechte einen Nabel haben noch nie gesehen.🤭🫣";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It names a body part (Nabel)."
"Das wär sowas von auch ich ❤️😂";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Sexy";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It implies an assessment of physical appearance."
"Eine sehr schöne Frau die Lena 💋❤️😘🌹";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It mentions the appearance of a woman."
"Der sieht ja wirklich nicht gut aus der Bauchnabel";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It names a body part, specifically the belly button."
"Ist ja räudig";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Auf viele gute weitere Jahren, stopp Mobbing, stopp Diskriminierung, nicht Tschüss, nicht weg, weiter, weiter geht's, habe nichts Unrechtes gemacht❤️🙏";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It focuses on general statements about stopping bullying and discrimination."
"Wusste gar nicht das du Männerunterhosen trägst ☺️";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related as it mentions clothing, specifically men's underwear."
"#boycott2024";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Hammer Body😍🔥";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to the body using the term 'Hammer Body'."
"Schöner Bauchnabel";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It names a body part"
"Schöne Bilder";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any specific body-related features. It is a general compliment about pictures."
"Mit die würde ichs gerne machen❤️❤️❤️🔥";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any specific references to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Bauchnabel Bruch heißt das sollte man sich entfernen lassen🙌";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related as it mentions a body part (Bauchnabel) and a medical condition related to it."
"Afd💙🇩🇪";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Und diese Frau ist Mutter! Wie krass in shape will Frau sein? Lena so ja...";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related as it discusses the physical shape and appearance of a woman."
"Hot";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any specific features of a body-related comment. It does not name any body part or physical characteristic."
"Ey Lena lass treffen";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It is simply a request to meet."
"Top🔝";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Viel erfolg weiterhin👍";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It is a general expression of good luck."
"🙌wunderschöne Frau👏";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to a woman's appearance."
"badman !";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"CalvinKlein würde ich nie tragen. 🫶 Weil Calvin ebend groß ist. 🤷‍♂️";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related as it mentions clothing and implies a reference to body size."
"Die Kommentare sind wirklich abartig.";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Tolle Bauchmuskeln";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It names a body part"
"Wow";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Ich trage auch Schlüpfer von Calvin Klein😂😍";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related as it mentions clothing, specifically underwear."
"Annaaaaaaaaaaa😎🎶❤️";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Mega wow✌️💛";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Bist voll hübsch";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to appearance."
"absolute sweet";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It implies a compliment about appearance."
"Ms.Beautiful Smile dear";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It names a body part, specifically a smile."
"Leni du bist echt wunderschön";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It names appearance."
"Hach, bin ich schön.";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related as it refers to the speaker's appearance."
"Lenas sind die Besten";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"So hübsch ❤️";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It implies a compliment about appearance."
"Hallo Doktora-Turteltäubchen 🙌";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"I love you so much and look forward to your new album...";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It expresses affection and anticipation for a new album."
"Nimmst du Männliche Hormone?";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related as it refers to gender and hormones, which are physical characteristics."
"Very very nice 🙌🥰";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Hola 🔥";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Wunder schön bist du❤️";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It is a compliment about appearance."
"Du bist sowas von gut genug ❣️😍 du bist ein zauberhaftes Wesen und eine tolle Sängerin ❣️🙏👍
";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It mentions the person's role as a singer, which is related to their voice, a physical characteristic."
"Gorgeous bebe ❤️";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It implies a compliment about appearance."
"@buketmusic ❤️";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"So pretty";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to appearance."
"Meine Lieblingskatze";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It refers to a favorite cat, which is not related to human physical characteristics."
"Na Enkelin alles okay?";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It is a general inquiry about well-being."
"On replay few hours";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"DAFÜR starb Jesus??";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Toll, dass Du immer DU bleibst";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It is a general statement about personality."
"Habe es schon gesehen und einfach nur großartig der Song, das Interview und besonders Du 👏👏👏";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body parts or physical characteristics."
"Du bist die schönste Frau, die ich je gesehen habe.";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related as it comments on the appearance and gender of the person."
"Du bist eine Göttin ❤️❤️";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related as it implies a compliment about the person's appearance or overall physical presence."
"Hast du dich mit dem Imposter-Syndrom beschäftigt?";"Lena Meyer Landrut";"female";"not body-related";"The comment is not body-related. It does not contain any of the functions mentioned."
"Wow 😍";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any specific features of a body-related comment. It does not name any body part or physical characteristic."
"🔥🔥🔥🔥 Du verbrennst den Ort wie immer mit deiner Schönheit";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It mentions 'Schönheit' which refers to appearance."
"Süß ❤️❤️❤️❤️❤️❤️❤️🥰";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any specific features of a body-related comment. It is a general expression of affection or admiration."
"ich wäre gerne 25 jahre jünger.......";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain features of a body-related comment. It does not name any specific body part or physical characteristic."
"Nice";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It is a general positive remark."
"Wow ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"lindo lindo ❤️❤️
";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any specific body-related features. It is a general expression of admiration."
"Its felt become 🔥😍😍😍😍";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Totally found your finisher on ""i think i spider"" related to FaridBang, Kollegah and FallOut. Miau C:";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Nice Shot, die transparente Unterwäsche ist richtig cool und lässt viel Raum für Fantasie 😉";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related as it mentions clothing (transparent underwear) and implies a focus on appearance."
"Lovely 😍";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any specific body-related features. It is a general expression of affection or admiration."
"🔥 unfassbar";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Ja natürlich ist sie mega hübsch, ❤️😆 Ich bin ihr größter Fan, mach weiter so Lena";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It mentions appearance by calling someone 'mega hübsch' (very pretty)."
"Wow❤️";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Die Nylons";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related as it refers to clothing, specifically nylons."
"Sehr tolles Foto 🔥❤️";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any specific body-related features. It is a general compliment about the photo."
"Die hübscheste Frau auf Erden mit dem Hirn auf der Zunge und dem Herz am rechten Fleck❤️";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It mentions appearance ('hübscheste Frau') and physical characteristics ('Hirn auf der Zunge', 'Herz am rechten Fleck')."
"Love of mi";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"So hübsch 😍❤️";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It implies a compliment about appearance."
"Du bist eine Göttin ❤️❤️";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It implies a compliment about appearance."
"Du bist ne ganz liebe Frau. Ich mg dich wirklich sehr gerne ❤️";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain features of a body-related comment. It does not name any physical characteristics."
"@_jnnmlzr";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Nice";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It is a general positive remark."
"❤️ Love ❤️";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It is a general expression of affection."
"Wundervoll!❤️❤️❤️❤️🥰🥰🥰🥰";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Sehr hübsch!😚";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to appearance."
"Lena, Du bist die schönste Frau, die ich bisher gesehen habe.";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It mentions appearance and beauty."
"Невозможно быть такой красивой 😍";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It comments on appearance."
"was eine schönes bild einer wunderschönen frau🥰😘";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related. It comments on the appearance of a woman, describing her as 'beautiful'."
"Cool❤️❤️❤️❤️";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Ekstremt Lovely Lady:)♡♡♡♡♡😍";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to a person's appearance by calling them a 'Lovely Lady'."
"барбі)";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any specific features of a body-related comment. It does not name any body part or physical characteristic."
"Wowowowwoowowoww";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Wird eine Herausforderung 2 Tage fürs textlernen 🤝 good again sitzt aber naja ist ja nicht unmöglich 🤔❤️
";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body parts, appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Dieses Album bedeutet mir jetzt schon so viel weil es mir einfach Motivation gibt, es gibt mir etwas, auf dass ich mich freuen kann unf dass mir halt gibt ❤️
";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It talks about the emotional impact of an album."
"I LOVE YOU I LENA ❤️";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It is an expression of love without mentioning any physical characteristics."
"Das wird alles so superrrrr";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Ich lieb ja das letzte";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Aufrichtig und ehrlich ❤️🤗";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Besonders ❤️❤️❤️";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"ganz schön quirlig bist du mensch😂";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"The last one lmfao HAHAHA";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"eine sehr sensible und einfühlsame Frau 🥂🌹☀️😌";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain features of a body-related comment. It does not name any physical characteristics."
"Guapa!";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to someone's appearance."
"it's coming";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"I L❤️ve y❤️u.";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"wie ich mich jedesmal freue, wenn du einen post hochgeladen hast 🥺";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It expresses joy about the posts being uploaded."
"Wunderschön❤️😘";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It implies a compliment about appearance."
"So beautiful Queen ❤️🇧🇷";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to appearance by calling someone 'beautiful'."
"I’m so excited for the album Lena ❤️🤲🏽";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It expresses excitement for an album."
"Wow 💛💛";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Nice!🔥";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"sag mal wie stellst du dir bei dem release datum eigentlich vor, dass ich am 01.06. in leipzig die texte kann?! 😭🥺";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It discusses a release date and learning texts, which are not related to physical characteristics."
"So beautiful 😍😍😍";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It implies a comment about appearance."
"See you in Köln Queen 🔥";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Lena meu amor estou te escrevendo para te dizer que te amo muito mais que vc imagina sei que não tenho feito muito por nós quero que saiba amor que continuo me esforçando e não vou desistir já mais meu amor minha flor minha vida estou em ti e vc em mim meu coração te chama meu amor eu Gilberto Modesto 🌙😘🌸🌞✨🌙";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It is a message expressing love and affection without mentioning physical characteristics."
"Traumfrau ❤️";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related as it refers to a person in a way that implies physical characteristics."
"Richtig Hübsche Frau ❤️❤️";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to the appearance of a woman."
"Du sieht’s immer so toll aus 👏";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It comments on appearance."
"Sowie eine bildhübsche Sängerin 😍🔥";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to the appearance of the singer."
"Ja Lena da stimmt du bist wie du bist ! Mit dem Schalk eines Kindes im Nacken und ein grosses verspieltes ❤️ bleib einfach so wie du bist! Liebe Grüße aus Heinsberg Kurt 🐤";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain features of a body-related comment. It does not name any physical characteristics."
"Gata. As músicas pioraram com o tempo mas deve ser culpa do produtor. A voz e a estética melhoraram.";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It mentions 'a voz' (the voice) and 'a estética' (the aesthetics), which are related to physical characteristics."
"Vorfreude ist riesig!! 
";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Bekanntesten???😂";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"My fav ❤️";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Wie e und je immer die geiche Grüessli";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Top! 🖤🙌";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Das Auge isst mit. Kleider machen Leute, die hoffentlich nicht im Aufzug stecken bleiben. 💎💎💎💎💎🥇🥇🥇👑👑👑👑";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It mentions clothing, which is related to appearance."
"Sie ist sweet 😍";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to someone's appearance."
"Durchweg eine wunderschöne Aussicht! 😏";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It talks about a beautiful view."
"Mark pwenie jestes dumny ze swojej żony, gratulacje 👏🎉";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It is a congratulatory message."
"Ich liebe den schwarz weißen Bikini 👙😍";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related as it mentions clothing, specifically a bikini."
"Wow, schönes Wasser";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any body-related features. It is about water, not a physical characteristic."
"@lenameyerlandrut 😈🍆🍑😏😛💦🍒👄👅❤️‍🔥";"Lena Meyer Landrut";"female";"body-related";"The comment contains emojis that are often used to reference body parts and suggestive content, which can be interpreted as body-related."
"I like";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Mega sexy";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to someone's appearance."
"Nicht schlecht 👌🏻";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Ich wette bei manchen Kommentaren kommt Lena bisschen Kotze hoch 😳🤢.";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body part, appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Hot 🔥";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any specific reference to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Von wo ist der Bikini auf dem ersten Bild? 😍 @lenameyerlandrut";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related as it mentions 'Bikini,' which is a type of clothing worn on the body."
"Du bist so wunderschön ❤️";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to someone's appearance."
"hot";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It implies attractiveness, which is related to appearance."
"Was für eine hübsche Frau 🔥❤️🔥";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It comments on the appearance of a woman."
"Du heische Katsche";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"so eine hübsche 🔥🔥🔥😍❤️";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to someone's appearance by calling them 'hübsche' (pretty)."
"Hauptsache göt zeigen";"Lena Meyer Landrut";"female";"body-related";"The comment is body-related as it refers to a body part."
"Du bist so 🔥🔥🔥🔥🔥🔥🔥";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It implies attractiveness, which is related to appearance."
"Du bist so wunderschön ❤️";"Lena Meyer Landrut";"female";"body-related";"The comment contains features of a body-related comment. It refers to appearance."
"Uff. 🔥😍";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any specific features of a body-related comment. It does not name any body part or physical characteristic."
"Linda ❤️";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Hot";"Lena Meyer Landrut";"female";"not body-related";"The comment does not contain any specific features of a body-related comment. It does not name a body part or physical characteristic."
